,Company,Model,Price,Year,Kilometer,Transmission,Location,Color,Owner,Seller Type,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Base Model,Car Age,Age Segment,Price Segment,Engine CC,Max Power,Fuel_Diesel,Fuel_Hybrid,Fuel_LPG,Fuel_Petrol,Fuel_Petrol+CNG
108,Skoda,Rapid Ambition 1.6 MPI AT Plus,425000,2014,24000,2,Mumbai,Beige,2,Individual,153.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,Rapid Ambition,11,11–15 yrs,Low to Mid Range,1598,104.0,0,0,0,1,0
109,Maruti Suzuki,Alto 800 Lxi,250000,2015,62000,1,Kanpur,Maroon,2,Individual,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,Alto 800,10,7–10 yrs,Low to Mid Range,796,47.0,0,0,0,1,0
110,Maruti Suzuki,Ertiga VDi,425000,2012,78000,1,Jalandhar,White,2,Individual,200.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,Ertiga Vdi,13,11–15 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
111,Ford,Figo Duratorq Diesel ZXI 1.4,235000,2014,82000,1,Ludhiana,White,2,Individual,160.0,FWD,3795.0,1680.0,1427.0,5.0,45.0,Figo Duratorq,11,11–15 yrs,Low to Mid Range,1399,68.0,1,0,0,0,0
112,Audi,A3 35 TDI Technology + Sunroof,3050000,2020,40910,2,Bangalore,White,1,Individual,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 35,5,4–6 yrs,Low to Mid Range,1968,141.0,1,0,0,0,0
113,Tata,Harrier XZ Plus,2145000,2020,10290,1,Bangalore,Red,1,Individual,350.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,Harrier Xz,5,4–6 yrs,Low to Mid Range,1956,168.0,1,0,0,0,0
114,Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,1245000,2021,10530,2,Bangalore,Red,1,Individual,172.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,Elite I20,4,4–6 yrs,Low to Mid Range,998,118.0,0,0,0,1,0
115,Hyundai,Elite i20 Asta 1.2,549000,2015,61900,1,Gurgaon,Silver,1,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,Elite I20,10,7–10 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
116,Volkswagen,Polo Highline1.2L (D),484999,2013,78000,1,Bangalore,White,2,Individual,180.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,Polo Highline1.2L,12,11–15 yrs,Low to Mid Range,1199,74.0,1,0,0,0,0
117,Maruti Suzuki,Swift DZire VXI,415000,2014,57402,1,Delhi,Grey,1,Individual,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,11,11–15 yrs,Low to Mid Range,1197,85.0,0,0,0,1,0
118,Hyundai,Santro GL (CNG),200000,2013,57000,1,Kanpur,White,1,Individual,96.0,FWD,3565.0,1525.0,1590.0,5.0,35.0,Santro Gl,12,11–15 yrs,Low to Mid Range,1086,62.0,0,0,0,0,0
119,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],375000,2015,87500,1,Gurgaon,Grey,1,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,10,7–10 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
120,Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],1875000,2022,18000,2,Delhi,Black,1,Individual,242.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,Creta Sx,3,0–3 yrs,Low to Mid Range,1353,138.0,0,0,0,1,0
121,Audi,Q2 Premium Plus I 40 TFSI quattro,2950000,2020,10700,2,Ahmedabad,White,1,Individual,320.0,AWD,4318.0,1805.0,1548.0,5.0,55.0,Q2 Premium,5,4–6 yrs,Low to Mid Range,1984,188.0,0,0,0,1,0
122,Audi,Q7 45 TDI Premium Plus,4900000,2018,78000,2,Chandigarh,Black,1,Individual,600.0,AWD,5052.0,1968.0,1740.0,7.0,75.0,Q7 45,7,7–10 yrs,Low to Mid Range,2967,245.0,1,0,0,0,0
123,Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,1050000,2020,16282,2,Pune,White,1,Individual,172.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,Elite I20,5,4–6 yrs,Low to Mid Range,998,118.0,0,0,0,1,0
124,Hyundai,Verna Fluidic 1.6 CRDi SX,470000,2013,66000,1,Amritsar,Grey,3,Individual,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,12,11–15 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
125,Maruti Suzuki,Wagon R VXI,345000,2017,72019,1,Ranchi,Silver,2,Individual,90.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,8,7–10 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
126,Mahindra,Scorpio 2.6 Turbo 7 Str,550000,2007,92170,1,Ranchi,White,2,Individual,277.0,RWD,4495.0,1817.0,1975.0,7.0,60.0,Scorpio 2.6,18,15+ yrs,Low to Mid Range,2609,116.0,1,0,0,0,0
127,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],484999,2018,55221,1,Mumbai,White,1,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,7,7–10 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
128,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3350000,2018,25000,2,Noida,White,1,Individual,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,Fortuner 2.8,7,7–10 yrs,Low to Mid Range,2755,174.0,1,0,0,0,0
129,Renault,Duster RXS 1.5 Petrol MT,890000,2020,23500,1,Chennai,White,1,Individual,142.0,FWD,4360.0,1822.0,1695.0,5.0,50.0,Duster Rxs,5,4–6 yrs,Low to Mid Range,1498,105.0,0,0,0,1,0
130,Maruti Suzuki,Swift DZire VXI,325000,2012,68000,1,Kanpur,White,2,Individual,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,13,11–15 yrs,Low to Mid Range,1197,85.0,0,0,0,1,0
131,Hyundai,Creta SX 1.6 AT Petrol,1390000,2019,29096,2,Mumbai,White,1,Individual,151.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Sx,6,4–6 yrs,Low to Mid Range,1591,122.0,0,0,0,1,0
132,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],459999,2016,61223,1,Kanpur,White,1,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,9,7–10 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
133,Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],1075000,2017,86000,1,Ludhiana,White,1,Individual,350.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,Compass Limited,8,7–10 yrs,Low to Mid Range,1956,171.0,1,0,0,0,0
134,Hyundai,Verna EX 1.6 CRDi [2017-2018],484999,2013,87000,1,Ludhiana,White,1,Individual,260.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,Verna Ex,12,11–15 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
135,Hyundai,i20 Magna 1.2,385000,2013,79287,1,Kanpur,White,1,Individual,113.796,FWD,3995.0,1710.0,1505.0,5.0,45.0,I20 Magna,12,11–15 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
136,Audi,A6 35 TDI Matrix,3900000,2018,48945,2,Goa,Black,1,Corporate,400.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,A6 35,7,7–10 yrs,Low to Mid Range,1968,190.0,1,0,0,0,0
137,Mahindra,Marazzo M2 8 STR,1050000,2019,17000,1,Lucknow,Green,1,Individual,300.0,FWD,4585.0,1866.0,1774.0,8.0,45.0,Marazzo M2,6,4–6 yrs,Low to Mid Range,1497,121.0,1,0,0,0,0
138,Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],1575000,2019,55000,1,Lucknow,Silver,1,Individual,250.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,Seltos Htx,6,4–6 yrs,Low to Mid Range,1493,113.0,1,0,0,0,0
139,Maruti Suzuki,Baleno Alpha 1.2,655000,2016,38779,1,Mumbai,Blue,1,Individual,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,Baleno Alpha,9,7–10 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
140,Mercedes-Benz,E-Class E 220d Expression [2019-2019],4500000,2019,72000,2,Pune,White,1,Individual,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,E-Class E,6,4–6 yrs,Low to Mid Range,1950,192.0,1,0,0,0,0
141,Maruti Suzuki,Ertiga ZDI + SHVS,865000,2016,67000,1,Navi Mumbai,White,1,Individual,200.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,Ertiga Zdi,9,7–10 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
142,Hyundai,Verna Fluidic 1.6 VTVT SX,699000,2017,67000,1,Navi Mumbai,White,1,Individual,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,8,7–10 yrs,Low to Mid Range,1591,121.0,0,0,0,1,0
143,Hyundai,Verna Fluidic 1.6 CRDi SX,425000,2012,70000,1,Jalandhar,White,2,Individual,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,13,11–15 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
144,Land Rover,Discovery Sport S,6500000,2020,6000,2,Hyderabad,White,1,Individual,430.0,AWD,4600.0,2069.0,1724.0,7.0,70.0,Discovery Sport,5,4–6 yrs,High Range,1999,177.0,1,0,0,0,0
145,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2900000,2017,46000,2,Delhi,White,1,Individual,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,Fortuner 2.8,8,7–10 yrs,Low to Mid Range,2755,174.0,1,0,0,0,0
146,Mercedes-Benz,GLE 250 d,4550000,2017,34000,2,Navi Mumbai,Silver,1,Individual,500.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,Gle 250,8,7–10 yrs,Low to Mid Range,2143,201.0,1,0,0,0,0
147,Hyundai,Xcent S 1.2 (O),490000,2015,23103,1,Udupi,White,1,Individual,114.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,Xcent S,10,7–10 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
148,Mercedes-Benz,S-Class Maybach S 500,11500000,2016,27000,2,Delhi,Blue,1,Individual,700.0,RWD,5453.0,1899.0,1498.0,4.0,70.0,S-Class Maybach,9,7–10 yrs,Luxury,4663,453.0,0,0,0,1,0
149,Hyundai,Creta SX 1.6 AT Petrol,1475000,2019,9576,2,Bangalore,White,1,Individual,151.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Sx,6,4–6 yrs,Low to Mid Range,1591,122.0,0,0,0,1,0
150,MG,Astor Sharp 1.5 CVT,1764999,2021,1942,2,Bangalore,Red,1,Individual,144.0,FWD,4323.0,1809.0,1650.0,5.0,48.0,Astor Sharp,4,4–6 yrs,Low to Mid Range,1498,108.0,0,0,0,1,0
151,Honda,CR-V 2.4 AT,250000,2006,119300,2,Pune,Black,3,Individual,215.0,AWD,4630.0,1780.0,1710.0,5.0,58.0,Cr-V 2.4,19,15+ yrs,Low to Mid Range,2354,152.0,0,0,0,1,0
152,Maruti Suzuki,Alto 800 Lxi,245000,2016,55000,1,Faridabad,White,1,Individual,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,Alto 800,9,7–10 yrs,Low to Mid Range,796,47.0,0,0,0,1,0
153,Renault,Duster 85 PS RxL,490000,2015,98000,1,Jamshedpur,White,2,Individual,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,Duster 85,10,7–10 yrs,Low to Mid Range,1461,84.0,1,0,0,0,0
154,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],550000,2017,61400,1,Aurangabad,Grey,1,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,8,7–10 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
155,Honda,City V,675000,2016,87693,1,Pune,Red,1,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,9,7–10 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
156,Mercedes-Benz,C-Class C 200 Avantgarde,2225000,2015,31000,2,Mumbai,Blue,1,Individual,300.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C,10,7–10 yrs,Low to Mid Range,1991,181.0,0,0,0,1,0
157,Hyundai,Elite i20 Asta 1.4 (O) CRDi,560000,2016,75210,1,Ahmedabad,White,1,Individual,220.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,Elite I20,9,7–10 yrs,Low to Mid Range,1396,89.0,1,0,0,0,0
158,Skoda,Fabia Elegance 1.6 MPI,225000,2012,69000,1,Mumbai,Silver,1,Individual,153.0,FWD,4000.0,1642.0,1522.0,5.0,45.0,Fabia Elegance,13,11–15 yrs,Low to Mid Range,1598,105.0,0,0,0,1,0
159,Skoda,Rapid 1.5 TDI CR Ambition Plus AT,499000,2014,88000,2,Pune,Black,2,Individual,250.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,Rapid 1.5,11,11–15 yrs,Low to Mid Range,1498,103.0,1,0,0,0,0
160,Kia,Sonet GTX Plus 1.0 DCT [2020-2021],1055000,2020,15000,2,Kolkata,Gold,1,Individual,172.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,Sonet Gtx,5,4–6 yrs,Low to Mid Range,998,118.0,0,0,0,1,0
161,Mahindra,XUV500 W11 AT,2048999,2020,45350,2,Bangalore,White,1,Individual,360.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W11,5,4–6 yrs,Low to Mid Range,2179,153.0,1,0,0,0,0
162,BMW,3-Series 320d Luxury Line,2775000,2018,68189,2,Jaipur,Brown,1,Individual,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,3-Series 320D,7,7–10 yrs,Low to Mid Range,1995,188.0,1,0,0,0,0
163,Mercedes-Benz,GLA 200 CDI Sport,1650000,2015,75000,2,Faridabad,White,1,Individual,300.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,Gla 200,10,7–10 yrs,Low to Mid Range,2143,134.0,1,0,0,0,0
164,Audi,A6 35 TDI Premium,1450000,2014,33000,2,Faridabad,Red,2,Individual,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,A6 35,11,11–15 yrs,Low to Mid Range,1968,177.0,1,0,0,0,0
165,Mahindra,Scorpio VLX 2WD BS-IV,600000,2014,83000,1,Rudrapur,White,2,Individual,290.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,Scorpio Vlx,11,11–15 yrs,Low to Mid Range,2179,120.0,1,0,0,0,0
166,Toyota,Fortuner 3.0 4x4 MT,1675000,2014,211000,1,Jaipur,White,1,Individual,343.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,11,11–15 yrs,Low to Mid Range,2982,169.0,1,0,0,0,0
167,Hyundai,Elite i20 Magna 1.2,575000,2015,67000,1,Hyderabad,White,1,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,Elite I20,10,7–10 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
168,Ford,Ecosport Titanium+ 1.5L TDCi,699000,2017,75000,1,Mumbai,Grey,1,Individual,205.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,Ecosport Titanium+,8,7–10 yrs,Low to Mid Range,1498,99.0,1,0,0,0,0
169,Audi,Q7 3.0 TDI quattro Premium Plus,2450000,2014,48600,2,Nashik,Blue,2,Individual,550.0,AWD,5089.0,1983.0,1737.0,6.0,100.0,Q7 3.0,11,11–15 yrs,Low to Mid Range,2967,241.0,1,0,0,0,0
170,Mercedes-Benz,C-Class C 250 d,2775000,2016,48000,2,Delhi,Black,1,Individual,500.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C,9,7–10 yrs,Low to Mid Range,2143,204.0,1,0,0,0,0
171,Maruti Suzuki,S-Presso VXi,430000,2020,5790,1,Hyderabad,Silver,1,Individual,90.0,FWD,3565.0,1520.0,1564.0,5.0,27.0,S-Presso Vxi,5,4–6 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
172,Mahindra,Scorpio S5 2WD 7 STR,1165000,2018,32000,1,Patna,White,1,Individual,280.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,Scorpio S5,7,7–10 yrs,Low to Mid Range,2179,120.0,1,0,0,0,0
173,MG,Hector Sharp 2.0 Diesel Turbo MT,1780000,2020,65433,1,Lucknow,Black,1,Individual,350.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,Hector Sharp,5,4–6 yrs,Low to Mid Range,1956,169.0,1,0,0,0,0
174,Maruti Suzuki,Swift VDi BS-IV,295000,2011,87230,1,Hyderabad,Silver,1,Individual,190.0,FWD,3760.0,1690.0,1530.0,5.0,43.0,Swift Vdi,14,11–15 yrs,Low to Mid Range,1248,75.0,1,0,0,0,0
175,Maruti Suzuki,Swift ZDi,495000,2017,38258,1,Varanasi,White,2,Individual,190.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,Swift Zdi,8,7–10 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
176,Honda,City VX (O) MT,975000,2019,56881,1,Lucknow,Silver,1,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Vx,6,4–6 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
177,Renault,Duster 110 PS RxL Diesel,425000,2014,72000,1,Ludhiana,White,2,Individual,248.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,Duster 110,11,11–15 yrs,Low to Mid Range,1461,108.0,1,0,0,0,0
178,Mercedes-Benz,M-Class 350 CDI,3200000,2014,60514,2,Pune,Silver,1,Individual,535.0,AWD,4781.0,1911.0,1774.0,5.0,95.0,M-Class 350,11,11–15 yrs,Low to Mid Range,2987,234.0,1,0,0,0,0
179,Volvo,V40 Cross Country D3,1250000,2013,71141,2,Navi Mumbai,Silver,1,Individual,350.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,V40 Cross,12,11–15 yrs,Low to Mid Range,1984,150.0,1,0,0,0,0
180,BMW,5-Series 530d M Sport [2013-2017],5600000,2018,40937,2,Chennai,White,1,Individual,560.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,5-Series 530D,7,7–10 yrs,High Range,2993,258.0,1,0,0,0,0
181,Maruti Suzuki,Swift DZire VDI,560000,2013,37000,1,Salem,Gold,1,Individual,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,12,11–15 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
182,Mahindra,Scorpio S5 2WD 7 STR,1221000,2019,46000,1,Patna,White,1,Individual,280.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,Scorpio S5,6,4–6 yrs,Low to Mid Range,2179,120.0,1,0,0,0,0
183,Honda,City 1.5 S AT,295000,2009,70200,2,Mumbai,Grey,2,Individual,146.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,City 1.5,16,15+ yrs,Low to Mid Range,1497,118.0,0,0,0,1,0
184,Mercedes-Benz,C-Class 200 CGI,1300000,2012,64800,2,Delhi,Silver,1,Individual,285.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,C-Class 200,13,11–15 yrs,Low to Mid Range,1796,186.0,0,0,0,1,0
185,Hyundai,Creta 1.6 SX Plus AT,950000,2016,73000,2,Dehradun,Silver,1,Individual,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,Creta 1.6,9,7–10 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
186,Mercedes-Benz,E-Class E350 CDI Avantgarde,1350000,2012,72000,2,Vadodara,White,2,Individual,540.0,RWD,4868.0,1854.0,1471.0,5.0,80.0,E-Class E350,13,11–15 yrs,Low to Mid Range,2987,231.0,1,0,0,0,0
187,Mercedes-Benz,M-Class ML 350 CDI,2682000,2015,76345,2,Gurgaon,White,1,Individual,619.0,AWD,4804.0,2141.0,1796.0,5.0,70.0,M-Class Ml,10,7–10 yrs,Low to Mid Range,2997,254.0,1,0,0,0,0
188,Maruti Suzuki,Alto 800 Lxi,286000,2017,40564,1,Jamshedpur,Silver,1,Individual,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,Alto 800,8,7–10 yrs,Low to Mid Range,796,47.0,0,0,0,1,0
189,Hyundai,i20 Magna 1.4 CRDI,340000,2013,98500,1,Chandigarh,Silver,1,Individual,219.744,FWD,3995.0,1710.0,1505.0,5.0,45.0,I20 Magna,12,11–15 yrs,Low to Mid Range,1336,89.0,1,0,0,0,0
190,Skoda,Rapid Style AT,1125000,2020,46807,2,Bangalore,Red,1,Individual,175.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,Rapid Style,5,4–6 yrs,Low to Mid Range,999,109.0,0,0,0,1,0
191,Tata,Nexon XMA Petrol,580000,2018,81000,2,Valsad,Red,1,Individual,170.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,Nexon Xma,7,7–10 yrs,Low to Mid Range,1198,108.0,0,0,0,1,0
192,Maruti Suzuki,Swift DZire VXI,495000,2015,13716,1,Pune,Silver,1,Individual,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,10,7–10 yrs,Low to Mid Range,1197,85.0,0,0,0,1,0
193,Maruti Suzuki,Swift DZire ZDI,550000,2014,89000,1,Chennai,White,1,Individual,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,11,11–15 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
194,Kia,Sonet GTX Plus 1.5 AT [2020-2021],1485000,2021,13000,2,Mumbai,Red,1,Individual,250.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,Sonet Gtx,4,4–6 yrs,Low to Mid Range,1493,113.0,1,0,0,0,0
195,Skoda,Rapid Monte Carlo 1.6 MPI MT,885000,2018,38000,1,Bangalore,Red,1,Individual,153.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,Rapid Monte,7,7–10 yrs,Low to Mid Range,1598,104.0,0,0,0,1,0
196,Audi,RS5 4.2 Coupe,3650000,2012,25500,2,Mumbai,Blue,2,Corporate,430.0,AWD,4649.0,1860.0,1366.0,5.0,64.0,Rs5 4.2,13,11–15 yrs,Low to Mid Range,4163,444.0,0,0,0,1,0
197,Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,715000,2020,17000,2,Bangalore,Silver,1,Individual,114.0,FWD,3805.0,1680.0,1520.0,5.0,37.0,Grand I10,5,4–6 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
198,Mercedes-Benz,R-Class R350 4MATIC,2485000,2012,44724,2,Bangalore,White,1,Individual,350.0,AWD,5157.0,2183.0,1659.0,7.0,80.0,R-Class R350,13,11–15 yrs,Low to Mid Range,3496,272.0,0,0,0,1,0
199,Toyota,Innova 2.4 G 7 STR [2016-2017],2250000,2020,24549,1,Jaipur,Grey,2,Individual,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.4,5,4–6 yrs,Low to Mid Range,2393,148.0,1,0,0,0,0
200,Hyundai,Creta SX Plus 1.6 AT CRDI,1050000,2017,97000,2,Zirakpur,Silver,1,Corporate,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,Creta Sx,8,7–10 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
201,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3600000,2018,7800,2,Mumbai,White,1,Individual,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,Fortuner 2.8,7,7–10 yrs,Low to Mid Range,2755,174.0,1,0,0,0,0
202,Honda,City 1.5 S MT,295000,2010,78000,1,Zirakpur,White,1,Corporate,146.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,City 1.5,15,11–15 yrs,Low to Mid Range,1497,118.0,0,0,0,1,0
203,Renault,Kwid RXT Opt,375000,2019,55000,1,Varanasi,Silver,1,Individual,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,Kwid Rxt,6,4–6 yrs,Low to Mid Range,799,53.0,0,0,0,1,0
204,Tata,Safari XZA Plus 6S Adventure New,2395000,2021,13594,2,Bangalore,Blue,1,Individual,350.0,FWD,4661.0,1894.0,1786.0,6.0,50.0,Safari Xza,4,4–6 yrs,Low to Mid Range,1956,168.0,1,0,0,0,0
205,Audi,A6 2.0 TDI Premium,1775000,2014,75000,2,Ahmedabad,White,1,Individual,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,A6 2.0,11,11–15 yrs,Low to Mid Range,1968,177.0,1,0,0,0,0
206,Honda,Brio EX MT,325000,2014,43037,1,Haldwani,Silver,1,Individual,109.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,Brio Ex,11,11–15 yrs,Low to Mid Range,1198,87.0,0,0,0,1,0
207,Maruti Suzuki,Swift ZDi,425000,2013,26000,1,Delhi,White,1,Individual,190.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Zdi,12,11–15 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
208,Mahindra,Scorpio S9 2WD 7 STR,1475000,2020,78000,1,Yamunanagar,White,1,Individual,320.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,Scorpio S9,5,4–6 yrs,Low to Mid Range,2179,140.0,1,0,0,0,0
209,Toyota,Innova 2.8 GX AT 7 STR [2016-2020],1580000,2018,115000,2,Delhi,Beige,1,Individual,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.8,7,7–10 yrs,Low to Mid Range,2755,172.0,1,0,0,0,0
210,Honda,Amaze VX CVT 1.2 Petrol,869000,2021,8700,2,Mangalore,Brown,1,Individual,110.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,Amaze Vx,4,4–6 yrs,Low to Mid Range,1199,89.0,0,0,0,1,0
211,Mercedes-Benz,GLE 250 d,5850000,2019,31000,2,Mumbai,Grey,1,Corporate,500.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,Gle 250,6,4–6 yrs,High Range,2143,201.0,1,0,0,0,0
212,Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,1900000,2020,41736,2,Ahmedabad,Grey,1,Individual,350.0,AWD,4395.0,1818.0,1640.0,5.0,60.0,Compass Longitude,5,4–6 yrs,Low to Mid Range,1956,171.0,1,0,0,0,0
213,Maserati,Levante Diesel,9000000,2017,40000,2,Chennai,White,2,Individual,600.0,AWD,5005.0,1981.0,1693.0,5.0,80.0,Levante Diesel,8,7–10 yrs,High Range,2979,275.0,1,0,0,0,0
214,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3550000,2020,55000,2,Delhi,Black,1,Corporate,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,Fortuner 2.8,5,4–6 yrs,Low to Mid Range,2755,174.0,1,0,0,0,0
215,Porsche,Cayenne Turbo,3500000,2014,160000,2,Mumbai,Blue,1,Individual,700.0,AWD,4846.0,1939.0,1702.0,5.0,100.0,Cayenne Turbo,11,11–15 yrs,Low to Mid Range,4806,500.0,0,0,0,1,0
216,Toyota,Innova GX 2.4 AT 7 STR,2425000,2022,11000,2,Agra,Black,1,Individual,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova Gx,3,0–3 yrs,Low to Mid Range,2393,148.0,1,0,0,0,0
217,Toyota,Fortuner 3.0 MT,750000,2011,117000,1,Agra,White,2,Individual,343.0,AWD,4695.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,14,11–15 yrs,Low to Mid Range,2982,171.0,1,0,0,0,0
